account_id,customer_id,customer_name,customer_type,product_type,sector,state,branch_code,relationship_manager_id,sanction_date,disbursement_date,maturity_date,tenure_months,sanctioned_amount,outstanding_amount,interest_rate_pct,repayment_frequency,collateral_secured,collateral_type,collateral_value,collateral_last_valuation_days_ago,restructured_flag,restructure_count,bureau_score,bureau_score_3m_change,existing_relationship_years,kyc_risk_category,cross_bank_dpd_reported,current_ratio,dscr,leverage_ratio,dpd_days,bounce_count_6m,limit_utilization_pct,irac_category,irac_subcategory,ecl_stage,irac_provision_rate,irac_floor_provision,pd_30d,pd_60d,pd_90d,pd_180d,lgd_estimate,ead,ecl_estimated_provision,recommended_provision,risk_score_100,ews_signal_count_90d,ews_primary_signal,ews_severity,npa_alert_flag,sma_watch_flag,ews_alert_flag,any_alert_flag,alert_priority,alert_reason,needs_review,approval_status,override_reason,macro_repo_rate_at_sanction,model_version,snapshot_date
LN109482,CU201682,Anjali Banerjee,Individual,Home Loan,MSME - Manufacturing,Gujarat,BR0245,RM0360,2024-11-25,2024-12-05,2044-11-16,240,25000.0,5300.0,8.83,Monthly,True,Immovable Property,33100.0,404.0,False,0,805,-1,4.1,Low,0,0.0,0.0,0.0,16,0,0.0,Standard,SMA0,Stage 1,0.004,21.2,0.0428,0.0428,0.0974,0.1066,0.05,5226.69,25.46,25.46,6.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN109483,CU221435,Shabana Roy,Individual,Home Loan,Textiles,Maharashtra,BR0189,RM0077,2024-07-25,2024-07-25,2044-07-16,240,25000.0,11700.0,8.19,Monthly,True,Immovable Property,37600.0,598.0,False,0,619,-23,6.3,Medium,0,0.0,0.0,0.0,22,0,0.0,Standard,SMA0,Stage 1,0.004,46.8,0.015,0.0764,0.1753,0.2435,0.05,11681.49,102.41,102.41,18.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN109484,CU243206,Iyengar Exports,MSME,MSME Term Loan,Retail/Individual,Uttar Pradesh,BR0208,RM0460,2024-05-07,2024-05-15,2029-05-05,60,25000.0,4200.0,11.1,Monthly,True,Hypothecation of Assets/Stock,31600.0,38.0,False,0,692,15,12.1,Medium,43,0.45,0.55,1.72,134,2,0.0,NPA,Stressed,Stage 3,0.15,630.0,0.0729,0.1009,0.55,0.58,0.3,4245.33,700.48,700.48,52.1,0,None,None,True,False,False,True,High,"NPA - Stressed: 91-455 DPD, account has slipped into NPA",True,Overridden,One-time settlement in progress,6.5,EWS-PD-v2.4.0,2025-12-31
LN109485,CU274018,Sneha Sharma,Individual,Auto Loan,Retail/Individual,West Bengal,BR0100,RM0579,2021-09-27,2021-10-04,2028-09-23,84,25000.0,16100.0,10.12,Monthly,True,Vehicle Hypothecation,38500.0,657.0,False,0,682,-24,0.3,Medium,0,0.0,0.0,0.0,37,0,0.0,Standard,SMA1,Stage 2,0.004,64.4,0.0702,0.1492,0.1727,0.3445,0.05,16396.86,141.56,141.56,23.2,4,Delayed Stock Statement,Medium,False,True,False,True,Low,"SMA1: 31-60 DPD, repayment stress building",True,Approved,NA,5.5,EWS-PD-v2.3.1,2025-12-31
LN109486,CU234688,Anjali Pandey,Individual,Home Loan,Retail/Individual,Tamil Nadu,BR0237,RM0327,2021-12-18,2021-12-23,2041-12-09,240,25000.0,23300.0,9.87,Monthly,True,Immovable Property,33100.0,392.0,False,0,858,46,2.8,Low,0,0.0,0.0,0.0,17,0,0.0,Standard,SMA0,Stage 1,0.004,93.2,0.0247,0.0521,0.107,0.107,0.05,23259.1,124.4,124.4,13.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109487,CU227162,Dinesh Dutta,Individual,Auto Loan,Retail/Individual,Madhya Pradesh,BR0143,RM0575,2023-07-23,2023-08-01,2030-07-19,84,25000.0,12200.0,10.93,Monthly,True,Vehicle Hypothecation,32900.0,130.0,False,0,656,20,8.4,Medium,117,0.0,0.0,0.0,76,1,0.0,Standard,SMA2,Stage 2,0.004,48.8,0.1121,0.1384,0.1967,0.2563,0.05,12807.46,125.97,125.97,18.4,4,Frequent Overdrawal,Medium,False,True,False,True,Medium,"SMA2: 61-90 DPD, imminent NPA slippage risk",True,Overridden,"Temporary cash-flow mismatch, business fundamentals sound",5.75,EWS-PD-v2.4.0,2025-12-31
LN109488,CU252378,Bansal Industries,MSME,MSME Term Loan,MSME - Trade & Services,Tamil Nadu,BR0034,RM0416,2022-02-14,2022-02-18,2027-02-12,60,25000.0,20500.0,11.61,Monthly,False,Unsecured,0.0,0.0,False,0,760,-31,1.6,Low,0,1.29,2.91,3.22,17,0,0.0,Standard,SMA0,Stage 1,0.004,82.0,0.0043,0.038,0.038,0.0849,0.6203,20137.86,474.04,474.04,5.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN109489,CU206800,Patel Textiles,MSME,Overdraft,Retail/Individual,Telangana,BR0033,RM0025,2023-06-04,2023-06-07,2026-06-02,36,25000.0,4500.0,10.49,Revolving/On-Demand,True,Hypothecation of Assets/Stock,24300.0,835.0,False,0,718,-1,0.4,Low,0,1.85,2.16,1.26,3,1,71.14525852128172,Standard,SMA0,Stage 1,0.004,18.0,0.001,0.0429,0.0797,0.0797,0.05,4535.28,18.08,18.08,8.4,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.1,2025-12-31
LN109490,CU221417,Priya Rao,Individual,Auto Loan,Healthcare,Uttar Pradesh,BR0232,RM0219,2025-03-15,2025-03-26,2032-03-11,84,25000.0,23200.0,11.02,Monthly,True,Vehicle Hypothecation,34600.0,858.0,False,0,685,-35,7.5,Medium,0,0.0,0.0,0.0,6,0,0.0,Standard,SMA0,Stage 1,0.004,92.8,0.0206,0.0206,0.0636,0.1786,0.05,23900.16,75.96,92.8,4.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.3.1,2025-12-31
LN109491,CU203461,Sudha Bansal,Individual,Personal Loan,Retail/Individual,Haryana,BR0221,RM0222,2024-12-06,2024-12-19,2028-12-04,48,25000.0,22400.0,13.47,Monthly,False,Unsecured,0.0,0.0,False,0,829,-10,0.3,Low,0,0.0,0.0,0.0,19,0,0.0,Standard,SMA0,Stage 1,0.004,89.6,0.001,0.0208,0.0452,0.0452,0.5778,22238.02,581.32,581.32,4.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN109492,CU249933,Venkatesh Traders,MSME,Cash Credit,Real Estate & Construction,Karnataka,BR0154,RM0570,2024-07-11,2024-07-23,2027-07-10,36,25000.0,17100.0,10.03,Revolving/On-Demand,True,Hypothecation of Assets/Stock,27700.0,739.0,False,0,786,34,8.5,Low,0,1.46,1.44,2.93,4,0,84.61585784666804,Standard,SMA0,Stage 1,0.004,68.4,0.0151,0.0151,0.0151,0.1395,0.05,17240.53,13.02,68.4,0.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN109493,CU242101,Chandran Engineering Works,MSME,Cash Credit,MSME - Manufacturing,Maharashtra,BR0083,RM0569,2024-11-27,2024-12-11,2027-11-26,36,25000.0,6900.0,11.06,Revolving/On-Demand,True,Hypothecation of Assets/Stock,36800.0,592.0,False,0,786,-39,16.0,Low,0,1.79,0.87,1.72,19,1,77.8639898675246,Standard,SMA0,Stage 1,0.004,27.6,0.001,0.0404,0.0685,0.1042,0.05,6895.37,23.63,27.6,5.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.3.1,2025-12-31
LN109494,CU255342,Fatima Dutta,Individual,Personal Loan,Retail/Individual,Maharashtra,BR0170,RM0467,2021-02-17,2021-02-23,2025-02-15,48,25000.0,18500.0,13.04,Monthly,False,Unsecured,0.0,0.0,False,0,709,-31,1.6,Low,0,0.0,0.0,0.0,9,0,0.0,Standard,SMA0,Stage 1,0.004,74.0,0.0093,0.0742,0.0742,0.1499,0.6601,18571.52,909.36,909.36,3.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN109495,CU258627,Arjun Chauhan,Individual,Home Loan,MSME - Manufacturing,West Bengal,BR0048,RM0332,2025-01-11,2025-01-24,2045-01-02,240,25000.0,19100.0,8.23,Monthly,True,Immovable Property,30800.0,409.0,False,0,711,-10,12.0,Low,0,0.0,0.0,0.0,10,0,0.0,Standard,SMA0,Stage 1,0.004,76.4,0.0086,0.0089,0.0261,0.034,0.05,18444.69,24.11,76.4,4.5,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.1,2025-12-31
LN109496,CU237536,Lakshmi Banerjee,Individual,Gold Loan,Food Processing,Kerala,BR0216,RM0037,2025-05-22,2025-06-04,2028-05-20,36,25000.0,13700.0,8.13,Monthly,True,Gold Ornaments,37300.0,743.0,False,0,820,-2,11.0,Low,0,0.0,0.0,0.0,15,0,0.0,Standard,SMA0,Stage 1,0.004,54.8,0.0179,0.081,0.0902,0.1114,0.05,14094.17,63.56,63.56,9.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN109497,CU282544,Mukherjee Traders,MSME,Overdraft,Food Processing,West Bengal,BR0089,RM0476,2021-09-24,2021-10-07,2024-09-22,36,25000.0,22100.0,11.57,Revolving/On-Demand,True,Hypothecation of Assets/Stock,33900.0,220.0,False,0,852,-5,1.3,Low,0,2.44,1.99,2.94,15,1,43.28323299240396,Standard,SMA0,Stage 1,0.004,88.4,0.0513,0.0513,0.0607,0.1087,0.05,21466.94,65.15,88.4,9.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN109498,CU287233,Prakash Tiwari,Individual,Home Loan,Retail/Individual,Gujarat,BR0099,RM0248,2025-03-25,2025-03-27,2045-03-16,240,25000.0,5900.0,8.4,Monthly,True,Immovable Property,22700.0,1358.0,False,0,694,-33,0.1,Medium,0,0.0,0.0,0.0,5,0,0.0,Standard,SMA0,Stage 1,0.004,23.6,0.0016,0.0016,0.087,0.087,0.05,5840.81,25.41,25.41,6.4,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109499,CU210526,Nair Agro Foods,MSME,MSME Term Loan,MSME - Manufacturing,Telangana,BR0243,RM0123,2025-11-13,2025-11-14,2030-11-11,60,25000.0,10300.0,10.17,Monthly,False,Unsecured,0.0,0.0,False,0,681,-63,3.7,Medium,21,2.1,2.41,2.56,8,0,0.0,Standard,SMA0,Stage 1,0.004,41.2,0.0954,0.1286,0.1555,0.1555,0.5167,10703.14,860.11,860.11,13.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.0,2025-12-31
LN109500,CU287411,Faisal Agarwal,MSME,MSME Term Loan,Retail/Individual,Uttar Pradesh,BR0216,RM0509,2022-10-23,2022-10-31,2027-10-21,60,25000.0,10300.0,10.05,Monthly,True,Hypothecation of Assets/Stock,30900.0,1184.0,False,0,596,25,0.9,High,0,1.3,1.39,2.19,5,0,0.0,Standard,SMA0,Stage 1,0.004,41.2,0.0243,0.0243,0.0568,0.1157,0.05,10511.88,29.84,41.2,8.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN109501,CU218683,Ishaan Chopra,Individual,Home Loan,MSME - Manufacturing,Madhya Pradesh,BR0158,RM0062,2025-03-13,2025-03-17,2045-03-04,240,25000.0,17200.0,8.39,Monthly,True,Immovable Property,34500.0,1173.0,False,0,621,3,2.0,Medium,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,68.8,0.0524,0.1127,0.1127,0.1127,0.05,17965.82,101.2,101.2,8.6,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.1,2025-12-31
LN109502,CU223598,Kiran Bhatia,Individual,Home Loan,Retail/Individual,Uttar Pradesh,BR0024,RM0378,2024-03-21,2024-03-27,2044-03-12,240,25000.0,14600.0,8.14,Monthly,True,Immovable Property,27500.0,69.0,False,0,779,-35,4.4,Low,0,0.0,0.0,0.0,15,0,0.0,Standard,SMA0,Stage 1,0.004,58.4,0.0534,0.071,0.071,0.1072,0.05,14751.54,52.39,58.4,5.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109503,CU250331,Srinivas Mukherjee,Individual,Gold Loan,IT & ITES,Punjab,BR0031,RM0199,2024-07-10,2024-07-13,2027-07-09,36,25000.0,16800.0,8.6,Monthly,True,Gold Ornaments,23800.0,204.0,False,0,556,-8,4.7,High,0,0.0,0.0,0.0,7,0,0.0,Standard,SMA0,Stage 1,0.004,67.2,0.0199,0.0379,0.0379,0.0608,0.05,16557.21,31.38,67.2,2.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.3.1,2025-12-31
LN109504,CU202793,Gupta Enterprises,MSME,MSME Term Loan,MSME - Trade & Services,Haryana,BR0133,RM0494,2020-04-24,2020-04-26,2025-04-22,60,25000.0,8700.0,10.99,Monthly,True,Hypothecation of Assets/Stock,22900.0,305.0,False,0,778,-13,1.6,Low,0,1.42,1.88,2.25,7,0,0.0,Standard,SMA0,Stage 1,0.004,34.8,0.0107,0.0721,0.0721,0.0721,0.05,8718.69,31.44,34.8,12.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.1,2025-12-31
LN109505,CU234590,Ravi Chauhan,Individual,Home Loan,Retail/Individual,Uttar Pradesh,BR0041,RM0416,2025-05-19,2025-05-21,2045-05-10,240,25000.0,17900.0,8.2,Monthly,True,Immovable Property,32800.0,1139.0,False,0,692,-35,7.1,Medium,0,0.0,0.0,0.0,11,1,0.0,Standard,SMA0,Stage 1,0.004,71.6,0.0504,0.0964,0.1024,0.133,0.05,18595.99,95.21,95.21,11.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN109506,CU218486,Suchitra Aggarwal,Agri,KCC (Kisan Credit Card),Other Services,Uttar Pradesh,BR0066,RM0108,2025-07-14,2025-07-27,2028-07-12,36,25000.0,4500.0,7.79,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,633,-20,2.7,Medium,0,0.0,0.0,0.0,5,1,0.0,Standard,SMA0,Stage 1,0.004,18.0,0.0491,0.0969,0.115,0.1396,0.6437,4637.09,343.25,343.25,6.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN109507,CU245841,Ritu Jain,Individual,Auto Loan,Real Estate & Construction,Andhra Pradesh,BR0191,RM0558,2022-03-04,2022-03-12,2029-02-28,84,25000.0,15700.0,10.58,Monthly,True,Vehicle Hypothecation,23100.0,921.0,False,0,708,-46,1.3,Low,0,0.0,0.0,0.0,1,0,0.0,Standard,SMA0,Stage 1,0.004,62.8,0.0114,0.0481,0.0529,0.0529,0.1575,15911.6,132.45,132.45,7.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN109508,CU277395,Venkatesh Trading Co.,MSME,Cash Credit,Retail/Individual,Madhya Pradesh,BR0078,RM0040,2024-06-27,2024-07-06,2027-06-26,36,25000.0,6000.0,8.84,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,636,-14,2.6,Medium,0,0.72,2.19,2.08,14,1,59.91239275983382,Standard,SMA0,Stage 1,0.004,24.0,0.001,0.0222,0.1071,0.1071,0.5872,5867.78,369.0,369.0,5.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.1,2025-12-31
LN109509,CU287791,Maria Shah,Individual,Personal Loan,NBFC/Financial Services,Madhya Pradesh,BR0212,RM0469,2023-06-12,2023-06-24,2027-06-10,48,25000.0,10200.0,13.99,Monthly,False,Unsecured,0.0,0.0,False,0,588,-7,8.8,High,0,0.0,0.0,0.0,13,0,0.0,Standard,SMA0,Stage 1,0.004,40.8,0.043,0.0852,0.0852,0.0852,0.6384,9974.66,542.84,542.84,2.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.1,2025-12-31
LN109510,CU220157,Kavitha Verma,Individual,Home Loan,MSME - Manufacturing,West Bengal,BR0176,RM0309,2025-10-21,2025-11-04,2045-10-12,240,25000.0,15400.0,8.71,Monthly,True,Immovable Property,33400.0,391.0,False,0,700,-56,2.0,Low,0,0.0,0.0,0.0,18,0,0.0,Standard,SMA0,Stage 1,0.004,61.6,0.0465,0.0465,0.1414,0.1414,0.05,16159.79,114.23,114.23,16.4,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN109511,CU251764,Ravi Subramaniam,Individual,Home Loan,Agriculture & Allied,Maharashtra,BR0021,RM0246,2019-09-14,2019-09-26,2039-09-05,240,25000.0,19600.0,8.77,Monthly,True,Immovable Property,25000.0,1101.0,False,0,795,-14,0.5,Low,0,0.0,0.0,0.0,15,0,0.0,Standard,SMA0,Stage 1,0.004,78.4,0.001,0.0722,0.0722,0.0722,0.1249,18662.6,168.31,168.31,6.6,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.3.1,2025-12-31
LN109512,CU245069,Priyanka Banerjee,Individual,Gold Loan,Retail/Individual,Andhra Pradesh,BR0010,RM0290,2022-12-20,2023-01-02,2025-12-18,36,25000.0,12800.0,10.05,Monthly,True,Gold Ornaments,30500.0,498.0,False,0,690,-7,5.2,Medium,0,0.0,0.0,0.0,11,0,0.0,Standard,SMA0,Stage 1,0.004,51.2,0.0094,0.0937,0.1018,0.1784,0.05,12351.82,62.86,62.86,9.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.0,2025-12-31
LN109513,CU239436,Bhatia Impex,MSME,Cash Credit,Retail/Individual,Uttar Pradesh,BR0074,RM0224,2022-12-12,2022-12-15,2025-12-10,36,25000.0,20600.0,9.84,Revolving/On-Demand,True,Hypothecation of Assets/Stock,30900.0,848.0,False,0,586,-52,2.7,High,17,1.39,0.28,2.51,2,0,111.1443089382265,Standard,SMA0,Stage 1,0.004,82.4,0.001,0.0809,0.1289,0.1289,0.05,21346.13,137.54,137.54,13.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.0,2025-12-31
LN109514,CU260106,Nikhil Nair,Agri,KCC (Kisan Credit Card),Retail/Individual,West Bengal,BR0017,RM0470,2022-05-14,2022-05-14,2025-05-12,36,25000.0,17900.0,8.02,Revolving/On-Demand,True,Hypothecation of Assets/Stock,27200.0,667.0,False,0,825,30,12.5,Low,0,0.0,0.0,0.0,11,0,0.0,Standard,SMA0,Stage 1,0.004,71.6,0.0185,0.0228,0.0898,0.0898,0.05,17886.56,80.34,80.34,9.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN109515,CU293996,Sunil Arora,Individual,Home Loan,NBFC/Financial Services,Karnataka,BR0012,RM0523,2024-05-13,2024-05-18,2044-05-04,240,25000.0,21200.0,8.4,Monthly,True,Immovable Property,39300.0,736.0,False,0,622,21,0.3,Medium,0,0.0,0.0,0.0,21,0,0.0,Standard,SMA0,Stage 1,0.004,84.8,0.0071,0.0888,0.0888,0.1056,0.05,22102.43,98.18,98.18,9.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN109516,CU238497,Sandip Chauhan,Agri,KCC (Kisan Credit Card),Retail/Individual,Karnataka,BR0125,RM0510,2024-03-14,2024-03-20,2027-03-13,36,25000.0,22300.0,8.33,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,761,24,6.5,Low,0,0.0,0.0,0.0,4,0,0.0,Standard,SMA0,Stage 1,0.004,89.2,0.001,0.0756,0.0787,0.1318,0.5222,21595.92,887.4,887.4,9.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN109517,CU206195,Ramesh Kumar,Individual,Auto Loan,MSME - Manufacturing,Punjab,BR0032,RM0311,2024-01-16,2024-01-27,2031-01-12,84,25000.0,12600.0,9.55,Monthly,True,Vehicle Hypothecation,32200.0,332.0,False,0,881,-32,3.2,Low,0,0.0,0.0,0.0,14,0,0.0,Standard,SMA0,Stage 1,0.004,50.4,0.0588,0.0662,0.0768,0.2163,0.05,12341.51,47.39,50.4,8.1,3,Auditor Qualification,Medium,False,False,True,True,None,SMA0 (current watchlist) but active early-warning signal(s) detected,True,Approved,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN109518,CU287016,Pandey Industries,MSME,Cash Credit,Hospitality & Tourism,Gujarat,BR0248,RM0563,2022-01-21,2022-01-23,2025-01-19,36,25000.0,6600.0,9.67,Revolving/On-Demand,True,Hypothecation of Assets/Stock,26000.0,824.0,True,3,524,28,0.4,High,0,1.53,0.91,0.82,157,0,62.10906639807831,NPA,Stressed,Stage 3,0.15,990.0,0.0957,0.1665,0.55,0.58,0.3,6737.64,1111.71,1111.71,52.5,0,None,None,True,False,False,True,High,"NPA - Stressed: 91-455 DPD, account has slipped into NPA",True,Approved,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN109519,CU288550,Vivaan Venkatesh,Individual,Personal Loan,Other Services,West Bengal,BR0035,RM0275,2025-06-07,2025-06-18,2029-06-05,48,25000.0,5900.0,13.65,Monthly,False,Unsecured,0.0,0.0,False,0,530,-17,2.4,High,0,0.0,0.0,0.0,15,1,0.0,Standard,SMA0,Stage 1,0.004,23.6,0.001,0.0178,0.0527,0.0527,0.6507,5943.52,203.84,203.84,0.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN109520,CU230624,Tiwari Overseas,MSME,Cash Credit,Infrastructure,Haryana,BR0227,RM0278,2024-09-01,2024-09-11,2027-08-31,36,25000.0,16800.0,10.8,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,810,31,3.9,Low,0,1.5,1.46,1.63,12,0,97.4424680485081,Standard,SMA0,Stage 1,0.004,67.2,0.001,0.001,0.0355,0.0355,0.7522,16622.04,443.52,443.52,0.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.3.1,2025-12-31
LN109521,CU247657,Nisha Menon,Individual,Home Loan,NBFC/Financial Services,West Bengal,BR0110,RM0172,2022-02-23,2022-03-08,2042-02-14,240,25000.0,11300.0,8.64,Monthly,True,Immovable Property,24900.0,1005.0,False,0,873,-6,3.5,Low,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,45.2,0.0415,0.0415,0.096,0.1426,0.05,10993.51,52.78,52.78,9.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109522,CU281945,Priyanka Bansal,Individual,Home Loan,Food Processing,Bihar,BR0141,RM0485,2025-06-27,2025-07-05,2045-06-18,240,25000.0,3800.0,8.82,Monthly,True,Immovable Property,37900.0,231.0,False,0,800,-23,5.3,Low,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,15.2,0.0134,0.0706,0.0706,0.0801,0.05,3759.29,13.28,15.2,6.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN109523,CU247856,Aamir Chandran,Agri,KCC (Kisan Credit Card),Infrastructure,Punjab,BR0004,RM0414,2020-07-14,2020-07-15,2023-07-13,36,25000.0,15600.0,7.74,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,748,-22,5.7,Low,0,0.0,0.0,0.0,37,1,0.0,Standard,SMA1,Stage 2,0.004,62.4,0.0662,0.158,0.1695,0.2158,0.7797,15633.56,2065.82,2065.82,14.8,0,None,None,False,True,False,True,Low,"SMA1: 31-60 DPD, repayment stress building",False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN109524,CU245713,Salman Rao,Individual,Home Loan,Agriculture & Allied,Andhra Pradesh,BR0200,RM0348,2023-07-01,2023-07-12,2043-06-22,240,25000.0,15700.0,8.48,Monthly,True,Immovable Property,31700.0,555.0,False,0,894,29,3.4,Low,0,0.0,0.0,0.0,7,0,0.0,Standard,SMA0,Stage 1,0.004,62.8,0.0378,0.0479,0.0479,0.0479,0.05,15695.39,37.6,62.8,4.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN109525,CU287586,Rashmi Bhatia,Individual,Home Loan,Retail/Individual,Uttar Pradesh,BR0179,RM0092,2025-04-19,2025-04-20,2045-04-10,240,25000.0,19400.0,7.84,Monthly,True,Immovable Property,30200.0,78.0,False,0,781,19,3.4,Low,78,0.0,0.0,0.0,128,0,0.0,NPA,Stressed,Stage 3,0.15,2910.0,0.0582,0.1816,0.55,0.58,0.3,18541.85,3059.4,3059.4,52.0,0,None,None,True,False,False,True,High,"NPA - Stressed: 91-455 DPD, account has slipped into NPA",True,Pending Review,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109526,CU278736,Deepika Reddy,Individual,Education Loan,Retail/Individual,Maharashtra,BR0129,RM0218,2025-01-09,2025-01-12,2033-01-05,96,25000.0,13200.0,11.61,Monthly,False,Unsecured,0.0,0.0,False,0,651,-34,6.6,Medium,0,0.0,0.0,0.0,3,0,0.0,Standard,SMA0,Stage 1,0.004,52.8,0.0192,0.0192,0.0192,0.0683,0.703,13264.55,179.09,179.09,0.4,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN109527,CU248195,Vijay Bansal,Individual,Personal Loan,Agriculture & Allied,Gujarat,BR0101,RM0233,2024-12-28,2025-01-08,2028-12-26,48,25000.0,6800.0,14.43,Monthly,False,Unsecured,0.0,0.0,False,0,900,-7,6.4,Low,0,0.0,0.0,0.0,4,0,0.0,Standard,SMA0,Stage 1,0.004,27.2,0.0096,0.0126,0.0539,0.0561,0.5299,6801.57,194.36,194.36,7.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.3.1,2025-12-31
LN109528,CU215342,Chatterjee Pharma,MSME,MSME Term Loan,Retail/Individual,Maharashtra,BR0131,RM0345,2025-01-23,2025-01-28,2030-01-21,60,25000.0,13500.0,11.31,Monthly,False,Unsecured,0.0,0.0,False,0,759,-34,7.8,Low,0,1.05,0.45,2.65,15,0,0.0,Standard,SMA0,Stage 1,0.004,54.0,0.0033,0.0598,0.0598,0.0896,0.6875,13481.12,554.49,554.49,5.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
